,name,bigg_id,metabolites
531,Uridine ion-coupled transport,rxn05199_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'uri_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'uri_c'}]"
532,3 4-Dihydroxy-2-butanone 4-phosphate synthase,rxn05040_c,"[{'coefficient': -1.0, 'bigg_id': 'ru5p__D_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'for_c'}, {'coefficient': 1.0, 'bigg_id': 'db4p_c'}]"
533,glutathione hydralase,rxn00350_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gthrd_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'cgly_c'}]"
534,Hexanoyl-acyl-carrier protein malonyl-CoA,rxn05326_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'thex2eACP_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'hexACP_c'}]"
535,guanylate kinase GMP dATP,rxn09562_c,"[{'coefficient': -1.0, 'bigg_id': 'datp_c'}, {'coefficient': -1.0, 'bigg_id': 'gmp_c'}, {'coefficient': 1.0, 'bigg_id': 'gdp_c'}, {'coefficient': 1.0, 'bigg_id': 'dadp_c'}]"
536,S-Malate hydro-lyase,FUM,"[{'coefficient': -1.0, 'bigg_id': 'mal__L_c'}, {'coefficient': 1.0, 'bigg_id': 'fum_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}]"
537,meso-2 6-Diaminoheptanedioate carboxy-lyase,rxn00313_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': '26dap__M_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'lys__L_c'}]"
538,Methyltransferase,rxn11944_c,"[{'coefficient': -1.0, 'bigg_id': 'hpglu_c'}, {'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'mhpglu_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}]"
539,phosphate ABC transporter permease protein,rxn11268_c,"[{'coefficient': -1.0, 'bigg_id': 'ppi_c'}, {'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'h_e'}, {'coefficient': 1.0, 'bigg_id': 'ppi_e'}]"
540,Tetradecanoyl-acyl-carrier protein malonyl-acyl-carrier-protein,rxn05344_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'myrsACP_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': '3opalmACP_c'}]"
541,Propanoyl-CoA acetyl-CoA C-acyltransferase,rxn00676_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'ppcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': '2maacoa_c'}]"
542,R-Glycerate NADP oxidoreductase,rxn01281_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': '2h3oppan_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc__R_c'}]"
543,isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10226_c,"[{'coefficient': -1.0, 'bigg_id': 'ser__L_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd15683_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd15689_c'}]"
544,S-Hydroxyoctanoyl-CoA NAD oxidoreductase,rxn03246_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': '3hocoa_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': '3oocoa_c'}]"
545,NADH guanosine-5-phosphate oxidoreductasedeaminating,rxn00837_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'gmp_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'imp_c'}]"
546,S-3-Hydroxydodecanoyl-CoA NAD oxidoreductase,rxn03242_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': '3hddcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': '3oddcoa_c'}]"
547,glucosyltransferase I LPS core synthesis,rxn08618_c,"[{'coefficient': -1.0, 'bigg_id': 'udpg_c'}, {'coefficient': -1.0, 'bigg_id': 'icolipa_c'}, {'coefficient': 1.0, 'bigg_id': 'udp_c'}, {'coefficient': 1.0, 'bigg_id': 'gicolipa_c'}]"
548,Citrate oxaloacetate-lyase pro-3S-CH2COO- -> acetyl-CoA,CS,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'oaa_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'cit_c'}]"
549,ATP 2-amino-4-hydroxy-6-hydroxymethyl-7 8-dihydropteridine,rxn02503_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': '6hmhpt_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': '6hmhptpp_c'}]"
550,acetyl-CoA acyl-carrier-protein S-acetyltransferase,rxn05349_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'acACP_c'}]"
551,Succinate CoA ligase ADP-forming,SUCOAS,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': 'succ_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'succoa_c'}]"
552,ATP D-fructose 6-phosphotransferase,rxn00547_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'fru_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'f6p_c'}]"
553,L-Tryotophan indole-lyase deaminating,TRPAS2,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'trp__L_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'indole_c'}]"
554,N-Acetyl-D-glucosamine-6-phosphate amidohydrolase,rxn01484_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'acgam6p_c'}, {'coefficient': 1.0, 'bigg_id': 'ac_c'}, {'coefficient': 1.0, 'bigg_id': 'gam6p_c'}]"
555,Acetyl-CoA formate C-acetyltransferase,rxn04794_c,"[{'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': '2obut_c'}, {'coefficient': 1.0, 'bigg_id': 'for_c'}, {'coefficient': 1.0, 'bigg_id': 'ppcoa_c'}]"
556,Sedoheptulose 1 7-bisphosphate D-glyceraldehyde-3-phosphate-lyase,rxn01334_c,"[{'coefficient': -1.0, 'bigg_id': 's17bp_c'}, {'coefficient': 1.0, 'bigg_id': 'e4p_c'}, {'coefficient': 1.0, 'bigg_id': 'dhap_c'}]"
557,Succinyl-CoA glycine C-succinyl-transferasedecarboxylating,rxn00599_c,"[{'coefficient': -1.0, 'bigg_id': 'gly_c'}, {'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'succoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': '5aop_c'}]"
558,Thymidine ion-coupled transport,rxn05200_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'thymd_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'thymd_c'}]"
559,ATP D-ribose-5-phosphate pyrophosphotransferase,rxn00770_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'r5p_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'prpp_c'}]"
560,Acetyl-CoA L-glutamate N-acetyltransferase,rxn00192_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'acglu_c'}]"
561,sn-Glycerol-3-phosphate NAD 2-oxidoreductase,rxn00611_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'dhap_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc3p_c'}]"
562,L-Glutamate NAD oxidoreductase deaminating,rxn00182_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}]"
563,2S 3R-3-Hydroxybutane-1 2 3-tricarboxylate pyruvate-lyase,rxn00289_c,"[{'coefficient': -1.0, 'bigg_id': 'micit_c'}, {'coefficient': 1.0, 'bigg_id': 'succ_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}]"
564,Octaprenyl-hydroxybenzoate decarboxylase,rxn03393_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': '3ophb_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': '2oph_c'}]"
565,5-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating,rxn05388_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11524_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11525_c'}]"
566,4 5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase,rxn02085_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'urcan_c'}, {'coefficient': 1.0, 'bigg_id': '4izp_c'}]"
567,ATP shikimate 3-phosphotransferase,rxn01739_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'skm_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'skm5p_c'}]"
568,L-Aspartate ammonia-lyase,rxn00347_c,"[{'coefficient': -1.0, 'bigg_id': 'asp__L_c'}, {'coefficient': 1.0, 'bigg_id': 'fum_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}]"
569,adenylate kinase Inorganic triphosphate,rxn10052_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'amp_c'}, {'coefficient': -1.0, 'bigg_id': 'pppi_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}]"
570,15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,rxn05406_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11542_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11543_c'}]"
571,Potassium uptake,rxn05206_c,"[{'coefficient': -1.0, 'bigg_id': 'k_e'}, {'coefficient': 1.0, 'bigg_id': 'k_c'}]"
572,Carbonic acid hydro-lyase,rxn00102_c,"[{'coefficient': -1.0, 'bigg_id': 'co2_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'hco3_c'}]"
573,4a-hydroxytetrahydrobiopterin hydro-lyase,rxn03236_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd03897_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'dhbpt_c'}]"
574,Ribonucleotide reductase CTP,rxn05235_c,"[{'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': -1.0, 'bigg_id': 'ctp_c'}, {'coefficient': 1.0, 'bigg_id': 'dctp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}]"
575,5-nucleotidase dUMP,rxn01521_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'dump_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'duri_c'}]"
576,ATP AMP phosphotransferase,ADK1,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'amp_c'}, {'coefficient': 2.0, 'bigg_id': 'adp_c'}]"
577,L-glutamate-semialdehyde NADP,rxn06591_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'glutrna_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'glu1sa_c'}, {'coefficient': 1.0, 'bigg_id': 'trnaglu_c'}]"
578,ATP L-methione S-adenosyltransferase,rxn00126_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'met__L_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'amet_c'}]"
579,Carbon-dioxide L-glutamine amido-ligase ADP-forming,rxn00414_c,"[{'coefficient': -2.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'hco3_c'}, {'coefficient': -1.0, 'bigg_id': 'gln__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 2.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'cbp_c'}]"
580,Dipeptide transport via ABC system gly-gln,rxn05547_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gly_gln__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'gly_gln__L_c'}]"
581,L-Glutamate tRNAGlu ligase AMP-forming,rxn06937_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'trnaglu_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'glutrna_c'}]"
582,Ferredoxin NADP oxidoreductase,rxn05937_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadp_c'}, {'coefficient': -1.0, 'bigg_id': 'fdxrd_c'}, {'coefficient': 1.0, 'bigg_id': 'nadph_c'}, {'coefficient': 1.0, 'bigg_id': 'fdxox_c'}]"
583,6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,rxn05365_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11501_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11502_c'}]"
584,O-Phospho-4-hydroxy-L-threonine 2-oxoglutarate aminotransferase,rxn03445_c,"[{'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'ohpb_c'}, {'coefficient': 1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': 'phthr_c'}]"
585,Dipeptide transport via ABC system gly-asn,rxn05546_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gly_asn__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'gly_asn__L_c'}]"
586,N-5-Phospho-beta-D-ribosylanthranilate ketol-isomerase,PRAIi,"[{'coefficient': -1.0, 'bigg_id': 'pran_c'}, {'coefficient': 1.0, 'bigg_id': '2cpr5p_c'}]"
587,L-proline transport in via proton symport,rxn05638_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'pro__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pro__L_c'}]"
588,Lysophospholipase L1 2-acylglycerophosphotidate n-C18 0,rxn08801_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': '1odecg3p_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc3p_c'}, {'coefficient': 1.0, 'bigg_id': 'ocdca_c'}]"
589,UTP uridine 5-phosphotransferase,rxn00712_c,"[{'coefficient': -1.0, 'bigg_id': 'uri_c'}, {'coefficient': -1.0, 'bigg_id': 'utp_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'udp_c'}]"
590,cadmium transport out via ABC system,rxn05516_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cd2_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'cd2_e'}]"
591,5-methyl-trans-hex-2-enoyl-ACP NAD oxidoreductase A-specific,rxn05439_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11523_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11524_c'}]"
592,3R-3-Hydroxybutanoyl-acyl-carrier protein NADP oxidoreductase,rxn05339_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'actACP_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': '3hbutACP_c'}]"
593,dATP cytidine 5-phosphotransferase,rxn01128_c,"[{'coefficient': -1.0, 'bigg_id': 'cytd_c'}, {'coefficient': -1.0, 'bigg_id': 'datp_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'dadp_c'}]"
594,D-ribose transport out via ABC system,rxn05644_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'rib__D_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'rib__D_e'}]"
595,Protoporphyrin ferro-lyase,rxn00224_c,"[{'coefficient': -1.0, 'bigg_id': 'fe2_c'}, {'coefficient': -1.0, 'bigg_id': 'ppp9_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pheme_c'}]"
596,ammonium-hydroxide NADP oxidoreductase,rxn00569_c,"[{'coefficient': -5.0, 'bigg_id': 'h_c'}, {'coefficient': -3.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'no2_c'}, {'coefficient': 2.0, 'bigg_id': 'h2o_c'}, {'coefficient': 3.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}]"
597,AMP pyrophosphate phosphoribosyltransferase,rxn00139_c,"[{'coefficient': -1.0, 'bigg_id': 'prpp_c'}, {'coefficient': -1.0, 'bigg_id': 'ade_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}]"
598,Protoporphyrinogen-IX oxygen oxidoreductase,rxn02304_c,"[{'coefficient': -3.0, 'bigg_id': 'o2_c'}, {'coefficient': -2.0, 'bigg_id': 'pppg9_c'}, {'coefficient': 6.0, 'bigg_id': 'h2o_c'}, {'coefficient': 2.0, 'bigg_id': 'ppp9_c'}]"
599,fatty-acid--CoA ligase tetradecanoate,rxn05736_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': 'ttdca_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'tdcoa_c'}]"
600,L-Proline NADP 5-oxidoreductase,rxn00931_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': '1pyr5c_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'pro__L_c'}]"
601,UDPMurAcoyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala undecaprenyl-,rxn03904_c,"[{'coefficient': -1.0, 'bigg_id': 'ugmda_c'}, {'coefficient': -1.0, 'bigg_id': 'udcpp_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'uagmda_c'}]"
602,N-Acetyl-L-glutamate-5-semialdehyde NADP 5-oxidoreductase,rxn02465_c,"[{'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'acg5p_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'acg5sa_c'}]"
603,dihydoorotic acid dehydrogenase quinone8,rxn08335_c,"[{'coefficient': -1.0, 'bigg_id': 'q8_c'}, {'coefficient': -1.0, 'bigg_id': 'dhor__S_c'}, {'coefficient': 1.0, 'bigg_id': 'q8h2_c'}, {'coefficient': 1.0, 'bigg_id': 'orot_c'}]"
604,heptosyltransferase II LPS core synthesis,rxn08711_c,"[{'coefficient': -1.0, 'bigg_id': 'adphep_LD_c'}, {'coefficient': -1.0, 'bigg_id': 'hlipa_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'hhlipa_c'}]"
605,S-Adenosyl-L-methionine precorrin-3B C17-methyltransferase,rxn03513_c,"[{'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': -1.0, 'bigg_id': 'pre3b_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}, {'coefficient': 1.0, 'bigg_id': 'pre4_c'}]"
606,D-Fructose-1 6-bisphosphate 1-phosphohydrolase,rxn00549_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'fdp_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'f6p_c'}]"
607,dUTP uridine 5-phosphotransferase,rxn01679_c,"[{'coefficient': -1.0, 'bigg_id': 'uri_c'}, {'coefficient': -1.0, 'bigg_id': 'dutp_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'dudp_c'}]"
608,acetyl-CoA enzyme N6-dihydrolipoyllysine S-acetyltransferase,rxn01871_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'dhlam_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'adhlam_c'}]"
609,chorismate L-glutamine aminotransferase,rxn01257_c,"[{'coefficient': -1.0, 'bigg_id': 'chor_c'}, {'coefficient': -1.0, 'bigg_id': 'gln__L_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': '4adcho_c'}]"
